,experiment,run,type,module,name,attrname,attrvalue,value
10961,ROWA,111,config,,,**.CLIENTS_NUMBER,3,
10964,ROWA,111,config,,,*.client[*].PUT_INTERVAL,2000ms,
10950,ROWA,111,scalar,QBRD.client[0],# of aborted put,,,139.0
10951,ROWA,111,scalar,QBRD.client[0],# of committed put,,,1661.0
10952,ROWA,111,scalar,QBRD.client[0],# of get responses,,,0.0
10960,ROWA,111,scalar,QBRD.client[0],# of put requests,,,1800.0
10962,ROWA,111,scalar,QBRD.client[0],# of get requests,,,3600.0
10953,ROWA,111,scalar,QBRD.client[1],# of put requests,,,1800.0
10968,ROWA,111,scalar,QBRD.client[1],# of get responses,,,0.0
10969,ROWA,111,scalar,QBRD.client[1],# of aborted put,,,158.0
10970,ROWA,111,scalar,QBRD.client[1],# of committed put,,,1642.0
10972,ROWA,111,scalar,QBRD.client[1],# of get requests,,,3600.0
10959,ROWA,111,scalar,QBRD.client[2],# of committed put,,,1634.0
10966,ROWA,111,scalar,QBRD.client[2],# of get responses,,,0.0
10967,ROWA,111,scalar,QBRD.client[2],# of get requests,,,3600.0
10977,ROWA,111,scalar,QBRD.client[2],# of aborted put,,,166.0
10981,ROWA,111,scalar,QBRD.client[2],# of put requests,,,1800.0
11021,ROWA,112,config,,,**.CLIENTS_NUMBER,3,
11023,ROWA,112,config,,,*.client[*].KEYSPACE_SIZE,10,
11029,ROWA,112,config,,,*.client[*].PUT_INTERVAL,2000ms,
10991,ROWA,112,scalar,QBRD.client[0],# of put requests,,,1800.0
10992,ROWA,112,scalar,QBRD.client[0],# of get responses,,,0.0
10993,ROWA,112,scalar,QBRD.client[0],# of committed put,,,1488.0
10994,ROWA,112,scalar,QBRD.client[0],# of aborted put,,,312.0
10999,ROWA,112,scalar,QBRD.client[0],# of get requests,,,3600.0
10995,ROWA,112,scalar,QBRD.client[1],# of put requests,,,1800.0
11001,ROWA,112,scalar,QBRD.client[1],# of aborted put,,,330.0
11002,ROWA,112,scalar,QBRD.client[1],# of committed put,,,1470.0
11004,ROWA,112,scalar,QBRD.client[1],# of get requests,,,3600.0
11010,ROWA,112,scalar,QBRD.client[1],# of get responses,,,0.0
10990,ROWA,112,scalar,QBRD.client[2],# of get requests,,,3600.0
10996,ROWA,112,scalar,QBRD.client[2],# of aborted put,,,345.0
10997,ROWA,112,scalar,QBRD.client[2],# of committed put,,,1455.0
10998,ROWA,112,scalar,QBRD.client[2],# of get responses,,,0.0
11006,ROWA,112,scalar,QBRD.client[2],# of put requests,,,1800.0
11035,ROWA,113,config,,,**.CLIENTS_NUMBER,3,
11036,ROWA,113,config,,,*.client[*].PUT_INTERVAL,2000ms,
11037,ROWA,113,config,,,*.client[*].KEYSPACE_SIZE,5,
11039,ROWA,113,scalar,QBRD.client[0],# of committed put,,,1193.0
11040,ROWA,113,scalar,QBRD.client[0],# of aborted put,,,607.0
11045,ROWA,113,scalar,QBRD.client[0],# of get responses,,,0.0
11047,ROWA,113,scalar,QBRD.client[0],# of get requests,,,3600.0
11061,ROWA,113,scalar,QBRD.client[0],# of put requests,,,1800.0
11038,ROWA,113,scalar,QBRD.client[1],# of committed put,,,1215.0
11041,ROWA,113,scalar,QBRD.client[1],# of put requests,,,1800.0
11042,ROWA,113,scalar,QBRD.client[1],# of get requests,,,3600.0
11052,ROWA,113,scalar,QBRD.client[1],# of aborted put,,,585.0
11054,ROWA,113,scalar,QBRD.client[1],# of get responses,,,0.0
11043,ROWA,113,scalar,QBRD.client[2],# of get requests,,,3600.0
11044,ROWA,113,scalar,QBRD.client[2],# of put requests,,,1800.0
11050,ROWA,113,scalar,QBRD.client[2],# of get responses,,,0.0
11062,ROWA,113,scalar,QBRD.client[2],# of committed put,,,1189.0
11063,ROWA,113,scalar,QBRD.client[2],# of aborted put,,,611.0
11090,ROWA,114,config,,,*.client[*].KEYSPACE_SIZE,3,
11092,ROWA,114,config,,,*.client[*].PUT_INTERVAL,2000ms,
11093,ROWA,114,config,,,**.CLIENTS_NUMBER,3,
11070,ROWA,114,scalar,QBRD.client[0],# of put requests,,,1800.0
11076,ROWA,114,scalar,QBRD.client[0],# of get requests,,,3600.0
11078,ROWA,114,scalar,QBRD.client[0],# of committed put,,,886.0
11079,ROWA,114,scalar,QBRD.client[0],# of aborted put,,,914.0
11085,ROWA,114,scalar,QBRD.client[0],# of get responses,,,0.0
11077,ROWA,114,scalar,QBRD.client[1],# of aborted put,,,972.0
11080,ROWA,114,scalar,QBRD.client[1],# of put requests,,,1800.0
11081,ROWA,114,scalar,QBRD.client[1],# of get requests,,,3600.0
11082,ROWA,114,scalar,QBRD.client[1],# of get responses,,,0.0
11083,ROWA,114,scalar,QBRD.client[1],# of committed put,,,828.0
11071,ROWA,114,scalar,QBRD.client[2],# of put requests,,,1800.0
11072,ROWA,114,scalar,QBRD.client[2],# of get requests,,,3600.0
11073,ROWA,114,scalar,QBRD.client[2],# of get responses,,,0.0
11075,ROWA,114,scalar,QBRD.client[2],# of committed put,,,773.0
11107,ROWA,114,scalar,QBRD.client[2],# of aborted put,,,1027.0
11120,ROWA,115,config,,,*.client[*].KEYSPACE_SIZE,2,
11142,ROWA,115,config,,,*.client[*].PUT_INTERVAL,2000ms,
11143,ROWA,115,config,,,**.CLIENTS_NUMBER,3,
11111,ROWA,115,scalar,QBRD.client[0],# of put requests,,,1800.0
11112,ROWA,115,scalar,QBRD.client[0],# of get responses,,,0.0
11114,ROWA,115,scalar,QBRD.client[0],# of committed put,,,592.0
11115,ROWA,115,scalar,QBRD.client[0],# of aborted put,,,1208.0
11131,ROWA,115,scalar,QBRD.client[0],# of get requests,,,3600.0
11116,ROWA,115,scalar,QBRD.client[1],# of put requests,,,1800.0
11117,ROWA,115,scalar,QBRD.client[1],# of get requests,,,3600.0
11118,ROWA,115,scalar,QBRD.client[1],# of get responses,,,0.0
11119,ROWA,115,scalar,QBRD.client[1],# of committed put,,,477.0
11128,ROWA,115,scalar,QBRD.client[1],# of aborted put,,,1323.0
11113,ROWA,115,scalar,QBRD.client[2],# of committed put,,,441.0
11121,ROWA,115,scalar,QBRD.client[2],# of put requests,,,1800.0
11122,ROWA,115,scalar,QBRD.client[2],# of get requests,,,3600.0
11123,ROWA,115,scalar,QBRD.client[2],# of get responses,,,0.0
11139,ROWA,115,scalar,QBRD.client[2],# of aborted put,,,1359.0
11154,ROWA,116,config,,,**.CLIENTS_NUMBER,3,
11161,ROWA,116,config,,,*.client[*].PUT_INTERVAL,2000ms,
11162,ROWA,116,config,,,*.client[*].KEYSPACE_SIZE,1,
11150,ROWA,116,scalar,QBRD.client[0],# of aborted put,,,1787.0
11155,ROWA,116,scalar,QBRD.client[0],# of put requests,,,1800.0
11156,ROWA,116,scalar,QBRD.client[0],# of get requests,,,3600.0
11157,ROWA,116,scalar,QBRD.client[0],# of get responses,,,0.0
11158,ROWA,116,scalar,QBRD.client[0],# of committed put,,,13.0
11151,ROWA,116,scalar,QBRD.client[1],# of aborted put,,,1800.0
11152,ROWA,116,scalar,QBRD.client[1],# of get requests,,,3600.0
11153,ROWA,116,scalar,QBRD.client[1],# of get responses,,,0.0
11163,ROWA,116,scalar,QBRD.client[1],# of put requests,,,1800.0
11182,ROWA,116,scalar,QBRD.client[1],# of committed put,,,0.0
11169,ROWA,116,scalar,QBRD.client[2],# of put requests,,,1800.0
11171,ROWA,116,scalar,QBRD.client[2],# of committed put,,,0.0
11172,ROWA,116,scalar,QBRD.client[2],# of aborted put,,,1800.0
11175,ROWA,116,scalar,QBRD.client[2],# of get responses,,,0.0
11177,ROWA,116,scalar,QBRD.client[2],# of get requests,,,3600.0
11220,ROWA,117,config,,,*.client[*].KEYSPACE_SIZE,50,
11224,ROWA,117,config,,,**.CLIENTS_NUMBER,3,
11225,ROWA,117,config,,,*.client[*].PUT_INTERVAL,1000ms,
11202,ROWA,117,scalar,QBRD.client[0],# of committed put,,,3455.0
11203,ROWA,117,scalar,QBRD.client[0],# of get responses,,,0.0
11204,ROWA,117,scalar,QBRD.client[0],# of get requests,,,3600.0
11205,ROWA,117,scalar,QBRD.client[0],# of put requests,,,3600.0
11212,ROWA,117,scalar,QBRD.client[0],# of aborted put,,,145.0
11190,ROWA,117,scalar,QBRD.client[1],# of aborted put,,,147.0
11198,ROWA,117,scalar,QBRD.client[1],# of committed put,,,3453.0
11199,ROWA,117,scalar,QBRD.client[1],# of get responses,,,0.0
11200,ROWA,117,scalar,QBRD.client[1],# of get requests,,,3600.0
11201,ROWA,117,scalar,QBRD.client[1],# of put requests,,,3600.0
11191,ROWA,117,scalar,QBRD.client[2],# of get responses,,,0.0
11192,ROWA,117,scalar,QBRD.client[2],# of aborted put,,,163.0
11193,ROWA,117,scalar,QBRD.client[2],# of committed put,,,3437.0
11195,ROWA,117,scalar,QBRD.client[2],# of get requests,,,3600.0
11196,ROWA,117,scalar,QBRD.client[2],# of put requests,,,3600.0
11234,ROWA,118,config,,,*.client[*].PUT_INTERVAL,1000ms,
11240,ROWA,118,config,,,**.CLIENTS_NUMBER,3,
11241,ROWA,118,config,,,*.client[*].KEYSPACE_SIZE,40,
11235,ROWA,118,scalar,QBRD.client[0],# of put requests,,,3600.0
11237,ROWA,118,scalar,QBRD.client[0],# of get requests,,,3600.0
11238,ROWA,118,scalar,QBRD.client[0],# of get responses,,,0.0
11239,ROWA,118,scalar,QBRD.client[0],# of committed put,,,3439.0
11242,ROWA,118,scalar,QBRD.client[0],# of aborted put,,,161.0
11231,ROWA,118,scalar,QBRD.client[1],# of get requests,,,3600.0
11249,ROWA,118,scalar,QBRD.client[1],# of committed put,,,3428.0
11250,ROWA,118,scalar,QBRD.client[1],# of put requests,,,3600.0
11254,ROWA,118,scalar,QBRD.client[1],# of aborted put,,,172.0
11259,ROWA,118,scalar,QBRD.client[1],# of get responses,,,0.0
11230,ROWA,118,scalar,QBRD.client[2],# of put requests,,,3600.0
11236,ROWA,118,scalar,QBRD.client[2],# of get requests,,,3600.0
11248,ROWA,118,scalar,QBRD.client[2],# of get responses,,,0.0
11251,ROWA,118,scalar,QBRD.client[2],# of committed put,,,3439.0
11253,ROWA,118,scalar,QBRD.client[2],# of aborted put,,,161.0
11282,ROWA,119,config,,,**.CLIENTS_NUMBER,3,
11296,ROWA,119,config,,,*.client[*].KEYSPACE_SIZE,30,
11298,ROWA,119,config,,,*.client[*].PUT_INTERVAL,1000ms,
11272,ROWA,119,scalar,QBRD.client[0],# of aborted put,,,219.0
11281,ROWA,119,scalar,QBRD.client[0],# of put requests,,,3600.0
11290,ROWA,119,scalar,QBRD.client[0],# of get responses,,,0.0
11291,ROWA,119,scalar,QBRD.client[0],# of committed put,,,3381.0
11299,ROWA,119,scalar,QBRD.client[0],# of get requests,,,3600.0
11270,ROWA,119,scalar,QBRD.client[1],# of committed put,,,3370.0
11271,ROWA,119,scalar,QBRD.client[1],# of get responses,,,0.0
11288,ROWA,119,scalar,QBRD.client[1],# of get requests,,,3600.0
11289,ROWA,119,scalar,QBRD.client[1],# of put requests,,,3600.0
11301,ROWA,119,scalar,QBRD.client[1],# of aborted put,,,230.0
11273,ROWA,119,scalar,QBRD.client[2],# of get requests,,,3600.0
11274,ROWA,119,scalar,QBRD.client[2],# of get responses,,,0.0
11275,ROWA,119,scalar,QBRD.client[2],# of committed put,,,3364.0
11276,ROWA,119,scalar,QBRD.client[2],# of aborted put,,,236.0
11300,ROWA,119,scalar,QBRD.client[2],# of put requests,,,3600.0
11317,ROWA,120,config,,,**.CLIENTS_NUMBER,3,
11343,ROWA,120,config,,,*.client[*].KEYSPACE_SIZE,20,
11346,ROWA,120,config,,,*.client[*].PUT_INTERVAL,1000ms,
11310,ROWA,120,scalar,QBRD.client[0],# of committed put,,,3287.0
11311,ROWA,120,scalar,QBRD.client[0],# of get responses,,,0.0
11312,ROWA,120,scalar,QBRD.client[0],# of get requests,,,3600.0
11313,ROWA,120,scalar,QBRD.client[0],# of put requests,,,3600.0
11314,ROWA,120,scalar,QBRD.client[0],# of aborted put,,,313.0
11318,ROWA,120,scalar,QBRD.client[1],# of put requests,,,3600.0
11322,ROWA,120,scalar,QBRD.client[1],# of get requests,,,3600.0
11324,ROWA,120,scalar,QBRD.client[1],# of aborted put,,,322.0
11333,ROWA,120,scalar,QBRD.client[1],# of committed put,,,3278.0
11335,ROWA,120,scalar,QBRD.client[1],# of get responses,,,0.0
11321,ROWA,120,scalar,QBRD.client[2],# of aborted put,,,338.0
11326,ROWA,120,scalar,QBRD.client[2],# of get requests,,,3600.0
11327,ROWA,120,scalar,QBRD.client[2],# of get responses,,,0.0
11328,ROWA,120,scalar,QBRD.client[2],# of put requests,,,3600.0
11332,ROWA,120,scalar,QBRD.client[2],# of committed put,,,3262.0
11351,ROWA,121,config,,,*.client[*].PUT_INTERVAL,1000ms,
11373,ROWA,121,config,,,**.CLIENTS_NUMBER,3,
11375,ROWA,121,config,,,*.client[*].KEYSPACE_SIZE,10,
11350,ROWA,121,scalar,QBRD.client[0],# of get requests,,,3600.0
11352,ROWA,121,scalar,QBRD.client[0],# of put requests,,,3600.0
11359,ROWA,121,scalar,QBRD.client[0],# of get responses,,,0.0
11360,ROWA,121,scalar,QBRD.client[0],# of committed put,,,2997.0
11361,ROWA,121,scalar,QBRD.client[0],# of aborted put,,,603.0
11362,ROWA,121,scalar,QBRD.client[1],# of put requests,,,3600.0
11363,ROWA,121,scalar,QBRD.client[1],# of get requests,,,3600.0
11364,ROWA,121,scalar,QBRD.client[1],# of get responses,,,0.0
11365,ROWA,121,scalar,QBRD.client[1],# of committed put,,,2958.0
11366,ROWA,121,scalar,QBRD.client[1],# of aborted put,,,642.0
11353,ROWA,121,scalar,QBRD.client[2],# of put requests,,,3600.0
11354,ROWA,121,scalar,QBRD.client[2],# of get requests,,,3600.0
11356,ROWA,121,scalar,QBRD.client[2],# of committed put,,,2949.0
11357,ROWA,121,scalar,QBRD.client[2],# of aborted put,,,651.0
11372,ROWA,121,scalar,QBRD.client[2],# of get responses,,,0.0
11404,ROWA,122,config,,,*.client[*].PUT_INTERVAL,1000ms,
11405,ROWA,122,config,,,**.CLIENTS_NUMBER,3,
11408,ROWA,122,config,,,*.client[*].KEYSPACE_SIZE,5,
11390,ROWA,122,scalar,QBRD.client[0],# of get requests,,,3600.0
11401,ROWA,122,scalar,QBRD.client[0],# of put requests,,,3600.0
11402,ROWA,122,scalar,QBRD.client[0],# of aborted put,,,1226.0
11412,ROWA,122,scalar,QBRD.client[0],# of committed put,,,2374.0
11424,ROWA,122,scalar,QBRD.client[0],# of get responses,,,0.0
11391,ROWA,122,scalar,QBRD.client[1],# of get requests,,,3600.0
11409,ROWA,122,scalar,QBRD.client[1],# of aborted put,,,1282.0
11410,ROWA,122,scalar,QBRD.client[1],# of committed put,,,2318.0
11411,ROWA,122,scalar,QBRD.client[1],# of get responses,,,0.0
11414,ROWA,122,scalar,QBRD.client[1],# of put requests,,,3600.0
11392,ROWA,122,scalar,QBRD.client[2],# of get requests,,,3600.0
11393,ROWA,122,scalar,QBRD.client[2],# of get responses,,,0.0
11394,ROWA,122,scalar,QBRD.client[2],# of committed put,,,2312.0
11395,ROWA,122,scalar,QBRD.client[2],# of aborted put,,,1288.0
11399,ROWA,122,scalar,QBRD.client[2],# of put requests,,,3600.0
11462,ROWA,123,config,,,**.CLIENTS_NUMBER,3,
11463,ROWA,123,config,,,*.client[*].PUT_INTERVAL,1000ms,
11465,ROWA,123,config,,,*.client[*].KEYSPACE_SIZE,3,
11435,ROWA,123,scalar,QBRD.client[0],# of put requests,,,3600.0
11439,ROWA,123,scalar,QBRD.client[0],# of get requests,,,3600.0
11449,ROWA,123,scalar,QBRD.client[0],# of get responses,,,0.0
11452,ROWA,123,scalar,QBRD.client[0],# of aborted put,,,1884.0
11456,ROWA,123,scalar,QBRD.client[0],# of committed put,,,1716.0
11431,ROWA,123,scalar,QBRD.client[1],# of put requests,,,3600.0
11432,ROWA,123,scalar,QBRD.client[1],# of get requests,,,3600.0
11433,ROWA,123,scalar,QBRD.client[1],# of get responses,,,0.0
11434,ROWA,123,scalar,QBRD.client[1],# of committed put,,,1703.0
11444,ROWA,123,scalar,QBRD.client[1],# of aborted put,,,1897.0
11430,ROWA,123,scalar,QBRD.client[2],# of get requests,,,3600.0
11436,ROWA,123,scalar,QBRD.client[2],# of put requests,,,3600.0
11438,ROWA,123,scalar,QBRD.client[2],# of get responses,,,0.0
11440,ROWA,123,scalar,QBRD.client[2],# of committed put,,,1553.0
11451,ROWA,123,scalar,QBRD.client[2],# of aborted put,,,2047.0
11472,ROWA,124,config,,,*.client[*].PUT_INTERVAL,1000ms,
11489,ROWA,124,config,,,*.client[*].KEYSPACE_SIZE,2,
11491,ROWA,124,config,,,**.CLIENTS_NUMBER,3,
11470,ROWA,124,scalar,QBRD.client[0],# of put requests,,,3600.0
11482,ROWA,124,scalar,QBRD.client[0],# of get requests,,,3600.0
11483,ROWA,124,scalar,QBRD.client[0],# of get responses,,,0.0
11486,ROWA,124,scalar,QBRD.client[0],# of aborted put,,,2562.0
11502,ROWA,124,scalar,QBRD.client[0],# of committed put,,,1038.0
11478,ROWA,124,scalar,QBRD.client[1],# of aborted put,,,2592.0
11480,ROWA,124,scalar,QBRD.client[1],# of get responses,,,0.0
11484,ROWA,124,scalar,QBRD.client[1],# of committed put,,,1008.0
11487,ROWA,124,scalar,QBRD.client[1],# of put requests,,,3600.0
11496,ROWA,124,scalar,QBRD.client[1],# of get requests,,,3600.0
11471,ROWA,124,scalar,QBRD.client[2],# of aborted put,,,2723.0
11474,ROWA,124,scalar,QBRD.client[2],# of committed put,,,877.0
11475,ROWA,124,scalar,QBRD.client[2],# of get responses,,,0.0
11476,ROWA,124,scalar,QBRD.client[2],# of get requests,,,3600.0
11479,ROWA,124,scalar,QBRD.client[2],# of put requests,,,3600.0
11528,ROWA,125,config,,,*.client[*].PUT_INTERVAL,1000ms,
11534,ROWA,125,config,,,**.CLIENTS_NUMBER,3,
11549,ROWA,125,config,,,*.client[*].KEYSPACE_SIZE,1,
11524,ROWA,125,scalar,QBRD.client[0],# of aborted put,,,3569.0
11530,ROWA,125,scalar,QBRD.client[0],# of put requests,,,3600.0
11537,ROWA,125,scalar,QBRD.client[0],# of committed put,,,31.0
11539,ROWA,125,scalar,QBRD.client[0],# of get responses,,,0.0
11540,ROWA,125,scalar,QBRD.client[0],# of get requests,,,3600.0
11511,ROWA,125,scalar,QBRD.client[1],# of get requests,,,3600.0
11512,ROWA,125,scalar,QBRD.client[1],# of get responses,,,0.0
11513,ROWA,125,scalar,QBRD.client[1],# of committed put,,,0.0
11514,ROWA,125,scalar,QBRD.client[1],# of aborted put,,,3600.0
11515,ROWA,125,scalar,QBRD.client[1],# of put requests,,,3600.0
11516,ROWA,125,scalar,QBRD.client[2],# of get requests,,,3600.0
11522,ROWA,125,scalar,QBRD.client[2],# of get responses,,,0.0
11523,ROWA,125,scalar,QBRD.client[2],# of committed put,,,0.0
11538,ROWA,125,scalar,QBRD.client[2],# of aborted put,,,3600.0
11547,ROWA,125,scalar,QBRD.client[2],# of put requests,,,3600.0
11553,ROWA,126,config,,,*.client[*].PUT_INTERVAL,500ms,
11555,ROWA,126,config,,,*.client[*].KEYSPACE_SIZE,50,
11580,ROWA,126,config,,,**.CLIENTS_NUMBER,3,
11557,ROWA,126,scalar,QBRD.client[0],# of get requests,,,3600.0
11571,ROWA,126,scalar,QBRD.client[0],# of aborted put,,,280.0
11572,ROWA,126,scalar,QBRD.client[0],# of committed put,,,6920.0
11573,ROWA,126,scalar,QBRD.client[0],# of get responses,,,0.0
11578,ROWA,126,scalar,QBRD.client[0],# of put requests,,,7200.0
11552,ROWA,126,scalar,QBRD.client[1],# of get responses,,,0.0
11556,ROWA,126,scalar,QBRD.client[1],# of get requests,,,3600.0
