,experiment,run,clientsNumber,putInterval,keyspaceSize,avg,putRequests,avgCommitedPut
54,ROWA,54,2,2000ms,50,0.9813888888888888,1800.0,1766.5
55,ROWA,55,2,2000ms,40,0.9716666666666668,1800.0,1749.0
56,ROWA,56,2,2000ms,30,0.9644444444444444,1800.0,1736.0
57,ROWA,57,2,2000ms,20,0.9527777777777776,1800.0,1715.0
58,ROWA,58,2,2000ms,10,0.9055555555555556,1800.0,1630.0
59,ROWA,59,2,2000ms,5,0.8086111111111111,1800.0,1455.5
60,ROWA,60,2,2000ms,3,0.6775,1800.0,1219.5
61,ROWA,61,2,2000ms,2,0.5216666666666666,1800.0,939.0
62,ROWA,62,2,2000ms,1,0.0422222222222222,1800.0,76.0
63,ROWA,63,2,1000ms,50,0.9802777777777778,3600.0,3529.0
64,ROWA,64,2,1000ms,40,0.9738888888888888,3600.0,3506.0
65,ROWA,65,2,1000ms,30,0.9681944444444444,3600.0,3485.5
66,ROWA,66,2,1000ms,20,0.9559722222222222,3600.0,3441.5
67,ROWA,67,2,1000ms,10,0.9051388888888888,3600.0,3258.5
68,ROWA,68,2,1000ms,5,0.7976388888888889,3600.0,2871.5
69,ROWA,69,2,1000ms,3,0.6720833333333334,3600.0,2419.5
70,ROWA,70,2,1000ms,2,0.5055555555555555,3600.0,1820.0
71,ROWA,71,2,1000ms,1,0.0415277777777777,3600.0,149.5
72,ROWA,72,2,500ms,50,0.9813888888888888,7200.0,7066.0
73,ROWA,73,2,500ms,40,0.9767361111111112,7200.0,7032.5
74,ROWA,74,2,500ms,30,0.9695833333333334,7200.0,6981.0
75,ROWA,75,2,500ms,20,0.9532638888888888,7200.0,6863.5
76,ROWA,76,2,500ms,10,0.9047916666666668,7200.0,6514.5
77,ROWA,77,2,500ms,5,0.8124305555555555,7200.0,5849.5
78,ROWA,78,2,500ms,3,0.6718055555555555,7200.0,4837.0
79,ROWA,79,2,500ms,2,0.5322222222222223,7200.0,3832.0
80,ROWA,80,2,500ms,1,0.0404166666666666,7200.0,291.0
81,ROWA,81,2,300ms,50,0.9611666666666666,12000.0,11534.0
82,ROWA,82,2,300ms,40,0.95475,12000.0,11457.0
83,ROWA,83,2,300ms,30,0.9405833333333332,12000.0,11287.0
84,ROWA,84,2,300ms,20,0.9095,12000.0,10914.0
85,ROWA,85,2,300ms,10,0.8325,12000.0,9990.0
86,ROWA,86,2,300ms,5,0.690875,12000.0,8290.5
87,ROWA,87,2,300ms,3,0.5388333333333334,12000.0,6466.0
88,ROWA,88,2,300ms,2,0.3943333333333333,12000.0,4732.0
89,ROWA,89,2,300ms,1,0.0780416666666666,12000.0,936.5
90,ROWA,90,2,200ms,50,0.9461388888888888,18000.0,17030.5
91,ROWA,91,2,200ms,40,0.9323333333333332,18000.0,16782.0
92,ROWA,92,2,200ms,30,0.9095,18000.0,16371.0
93,ROWA,93,2,200ms,20,0.8747777777777778,18000.0,15746.0
94,ROWA,94,2,200ms,10,0.7686944444444445,18000.0,13836.5
95,ROWA,95,2,200ms,5,0.6078888888888889,18000.0,10942.0
96,ROWA,96,2,200ms,3,0.4469166666666667,18000.0,8044.5
97,ROWA,97,2,200ms,2,0.3138888888888889,18000.0,5650.0
98,ROWA,98,2,200ms,1,0.05375,18000.0,967.5
99,ROWA,99,2,100ms,50,0.8768055555555555,36000.0,31565.0
100,ROWA,100,2,100ms,40,0.8521666666666666,36000.0,30678.0
101,ROWA,101,2,100ms,30,0.8086944444444445,36000.0,29113.0
102,ROWA,102,2,100ms,20,0.7311666666666666,36000.0,26322.0
103,ROWA,103,2,100ms,10,0.5652916666666666,36000.0,20350.5
104,ROWA,104,2,100ms,5,0.3587361111111111,36000.0,12914.5
105,ROWA,105,2,100ms,3,0.2120555555555555,36000.0,7634.0
106,ROWA,106,2,100ms,2,0.1179305555555555,36000.0,4245.5
107,ROWA,107,2,100ms,1,0.0274722222222222,36000.0,989.0
